Gender,Age,Academic Pressure,CGPA,Study Satisfaction,Sleep Duration,Dietary Habits,Have you ever had suicidal thoughts ?,Work/Study Hours,Financial Stress,Family History of Mental Illness,Depression
1,0.23809523809523808,0.6000000000000001,0.04828973843058336,0.4,2,3,0,0.08333333333333333,0.75,0,1
0,0.047619047619047575,0.8,0.414486921529175,1.0,1,3,1,0.16666666666666666,0.0,1,1
1,0.047619047619047575,0.6000000000000001,0.8088531187122736,0.4,2,0,0,0.8333333333333333,1.0,1,1
0,0.28571428571428575,1.0,0.5412474849094565,0.2,2,3,1,0.9166666666666666,1.0,1,1
0,0.047619047619047575,0.6000000000000001,0.9939637826961771,0.2,2,0,0,0.5,0.25,1,0
0,0.6190476190476191,0.6000000000000001,0.6156941649899396,0.8,2,0,1,0.5833333333333333,0.75,1,1
1,0.09523809523809526,0.2,0.19517102615694165,0.8,2,1,0,0.5,0.0,0,0
0,0.4761904761904763,0.6000000000000001,0.414486921529175,0.2,2,1,0,0.0,0.75,1,0
1,0.4285714285714286,0.8,0.8772635814889336,0.8,2,3,0,0.5833333333333333,1.0,0,1
1,0.7142857142857144,0.8,0.01609657947686127,0.2,3,1,1,0.3333333333333333,0.75,0,1
1,0.23809523809523808,0.2,0.9436619718309858,0.2,3,0,0,0.6666666666666666,0.75,1,0
0,0.7619047619047622,0.6000000000000001,0.3802816901408449,0.2,0,0,0,0.5,0.0,1,0
1,0.5714285714285714,0.8,0.9899396378269616,0.4,2,1,1,0.6666666666666666,0.25,0,1
1,0.28571428571428575,1.0,0.5734406438631791,0.2,0,0,1,0.8333333333333333,1.0,0,1
0,0.7619047619047622,0.2,0.9416498993963782,1.0,0,0,0,0.8333333333333333,0.0,1,0
1,0.38095238095238115,0.8,0.7645875251509053,0.4,3,3,1,0.5833333333333333,0.0,1,1
1,0.7142857142857144,0.2,0.9195171026156939,0.8,2,1,1,0.8333333333333333,0.75,0,0
1,0.0,1.0,0.14285714285714277,0.2,2,3,1,0.0,1.0,0,1
0,0.4761904761904763,1.0,0.3018108651911468,0.2,1,3,1,0.3333333333333333,0.5,0,0
0,0.09523809523809526,1.0,0.7786720321931588,1.0,1,1,1,0.5833333333333333,0.25,0,1
1,0.7142857142857144,0.2,0.36217303822937613,0.6000000000000001,3,1,0,0.25,0.0,0,0
1,0.3333333333333334,0.6000000000000001,0.8088531187122736,0.4,1,0,0,0.75,0.25,0,1
1,0.7142857142857144,0.6000000000000001,0.7042253521126759,0.8,3,3,0,0.8333333333333333,0.0,0,0
1,0.7619047619047622,0.2,0.15895372233400404,0.6000000000000001,1,1,0,0.6666666666666666,0.75,0,0
1,0.047619047619047575,0.4,0.8511066398390339,0.6000000000000001,0,0,0,1.0,0.5,1,1
1,0.6666666666666667,0.6000000000000001,0.35211267605633795,0.2,2,1,1,0.5,0.25,0,0
0,0.4761904761904763,1.0,0.34205231388329976,0.2,3,3,0,0.5833333333333333,0.0,1,0
1,0.523809523809524,0.4,0.8772635814889336,0.4,2,0,1,0.9166666666666666,0.75,1,1
0,0.0,1.0,0.8772635814889336,1.0,3,1,1,0.0,1.0,0,1
1,0.523809523809524,0.4,0.9718309859154928,0.8,0,3,0,0.25,0.75,0,0
1,0.28571428571428575,0.8,0.14285714285714277,0.8,1,3,1,1.0,0.25,1,1
0,0.3333333333333334,0.6000000000000001,0.08450704225352122,0.8,1,0,0,0.3333333333333333,0.0,1,0
0,0.4285714285714286,0.4,0.3360160965794769,0.2,0,1,1,0.75,0.25,0,0
0,0.28571428571428575,0.8,0.0422535211267605,0.4,0,3,1,0.8333333333333333,0.5,1,1
1,0.38095238095238115,0.8,0.8309859154929575,0.4,3,3,1,1.0,1.0,1,1
1,0.7142857142857144,0.4,0.5734406438631791,0.8,3,1,1,0.3333333333333333,0.75,0,0
1,0.14285714285714293,0.4,0.2736418511066398,0.8,0,1,1,0.9166666666666666,0.5,1,0
1,0.3333333333333334,0.6000000000000001,0.7806841046277664,0.6000000000000001,0,1,0,0.41666666666666663,0.5,0,0
0,0.4285714285714286,0.6000000000000001,0.16700201207243467,0.4,3,0,0,0.5833333333333333,0.75,1,0
1,0.09523809523809526,0.2,0.3943661971830986,1.0,3,3,1,0.3333333333333333,1.0,0,1
1,0.3333333333333334,0.4,0.5995975855130783,1.0,2,3,1,0.08333333333333333,1.0,0,1
1,0.28571428571428575,0.2,0.6478873239436619,0.6000000000000001,2,3,0,0.5,0.0,1,0
0,0.6190476190476191,1.0,0.625754527162978,0.2,2,1,1,1.0,0.75,0,1
0,0.14285714285714293,1.0,0.5714285714285713,1.0,0,1,1,0.9166666666666666,1.0,1,1
0,0.0,0.2,0.2112676056338027,0.8,2,3,0,0.8333333333333333,0.25,0,0
0,0.28571428571428575,0.8,0.3601609657947686,0.4,1,3,1,1.0,1.0,0,1
1,0.047619047619047575,1.0,0.4466800804828973,0.4,2,3,1,0.5,1.0,1,1
0,0.0,0.6000000000000001,0.6619718309859154,1.0,0,3,0,1.0,0.5,1,1
1,0.0,0.6000000000000001,0.4567404426559355,0.6000000000000001,0,3,0,0.3333333333333333,0.0,0,0
0,0.1904761904761904,0.2,0.5513078470824947,0.6000000000000001,3,0,1,0.3333333333333333,0.75,0,0
0,0.3333333333333334,0.8,0.6478873239436619,0.6000000000000001,2,0,1,0.8333333333333333,0.75,1,1
1,0.09523809523809526,0.6000000000000001,0.8772635814889336,0.8,3,1,1,0.5,0.5,0,1
0,0.1904761904761904,0.4,0.6016096579476858,0.4,0,1,1,0.6666666666666666,0.75,1,1
0,0.7142857142857144,0.8,0.3742454728370221,0.8,3,1,1,0.8333333333333333,0.0,0,0
0,0.23809523809523808,1.0,0.14486921529175054,0.6000000000000001,0,1,1,0.08333333333333333,0.25,0,1
1,0.6190476190476191,1.0,0.35211267605633795,0.2,0,1,0,0.08333333333333333,0.25,0,0
0,0.7619047619047622,0.8,0.42655935613682094,1.0,2,3,1,0.41666666666666663,0.25,0,0
1,0.28571428571428575,1.0,0.27162977867203203,1.0,1,3,1,0.3333333333333333,1.0,0,1
0,0.523809523809524,0.8,0.1307847082494968,1.0,2,1,0,0.8333333333333333,0.0,1,0
1,0.14285714285714293,0.8,0.49295774647887314,0.2,3,1,1,0.3333333333333333,1.0,1,1
1,0.28571428571428575,0.8,0.7444668008048291,0.2,2,1,1,0.25,0.0,1,0
0,0.14285714285714293,1.0,0.7042253521126759,0.2,0,0,0,1.0,0.5,1,1
0,0.7142857142857144,0.2,0.018108651911468817,0.6000000000000001,1,0,0,0.5,0.25,0,0
0,0.4761904761904763,0.4,0.9678068410462775,0.8,3,0,1,1.0,0.75,0,0
1,0.28571428571428575,0.4,0.9839034205231387,0.8,0,1,1,1.0,0.0,0,0
0,0.523809523809524,0.6000000000000001,0.7887323943661968,0.8,1,0,1,1.0,0.0,0,0
1,0.5714285714285714,0.6000000000000001,0.5010060362173036,0.4,0,1,1,0.6666666666666666,1.0,1,1
1,0.7142857142857144,0.8,0.02615694164989945,0.2,1,3,1,0.16666666666666666,1.0,0,1
1,0.047619047619047575,0.4,0.40040241448692127,0.4,3,3,1,0.9166666666666666,1.0,0,1
0,0.6190476190476191,0.8,0.15291750503018117,0.6000000000000001,1,1,0,0.41666666666666663,0.75,1,0
0,0.047619047619047575,0.6000000000000001,0.22937625754527152,0.2,3,0,1,0.5833333333333333,0.75,0,1
0,0.3333333333333334,0.6000000000000001,0.7223340040241447,0.6000000000000001,0,1,1,0.75,0.75,0,1
0,0.09523809523809526,0.6000000000000001,0.7243460764587527,0.8,1,3,0,0.5,0.75,1,0
1,0.0,0.8,0.19919517102615675,0.2,1,1,1,0.25,1.0,0,1
1,0.4761904761904763,1.0,0.9959758551307845,0.6000000000000001,3,1,0,0.5,0.25,1,0
1,0.09523809523809526,0.6000000000000001,0.23742454728370216,0.6000000000000001,0,3,1,0.3333333333333333,0.75,0,1
0,0.4285714285714286,1.0,0.1649899396378269,0.6000000000000001,0,1,1,0.25,0.0,1,0
1,0.14285714285714293,0.6000000000000001,0.4406438631790742,0.2,3,3,1,0.0,0.25,1,1
1,0.7619047619047622,0.8,0.1609657947686116,0.8,2,1,1,0.6666666666666666,0.75,0,0
1,0.0,0.8,0.5030181086519113,0.6000000000000001,2,1,0,0.3333333333333333,0.0,0,1
0,0.09523809523809526,0.2,0.8470824949698188,0.4,1,0,1,1.0,1.0,1,1
0,0.0,0.6000000000000001,0.1086519114688129,0.8,3,1,1,0.3333333333333333,0.5,0,0
1,0.09523809523809526,0.6000000000000001,0.21529175050301802,0.8,1,3,0,0.75,0.0,1,0
1,0.23809523809523808,0.8,0.414486921529175,0.4,1,0,1,0.8333333333333333,1.0,0,1
1,0.1904761904761904,0.8,0.1649899396378269,0.8,3,3,0,0.16666666666666666,0.0,1,0
0,0.6666666666666667,0.6000000000000001,0.14486921529175054,0.2,0,0,1,0.8333333333333333,1.0,1,1
1,0.6666666666666667,0.6000000000000001,0.5975855130784707,0.2,0,3,1,0.9166666666666666,1.0,0,1
1,0.4761904761904763,0.4,0.33400402414486935,1.0,2,0,1,0.8333333333333333,0.5,1,1
1,0.4761904761904763,0.8,0.9436619718309858,0.6000000000000001,1,1,1,0.6666666666666666,1.0,0,1
1,0.28571428571428575,0.8,0.9114688128772634,0.2,0,0,1,1.0,0.0,1,0
1,0.7619047619047622,1.0,0.14285714285714277,0.8,1,1,0,0.8333333333333333,0.0,1,0
1,0.3333333333333334,0.8,0.3742454728370221,0.4,0,3,1,0.5,1.0,1,1
0,0.5714285714285714,0.2,0.981891348088531,0.2,2,1,1,0.16666666666666666,0.75,1,1
1,0.09523809523809526,0.2,0.9074446680080479,0.2,1,1,0,0.6666666666666666,0.5,1,0
1,0.4761904761904763,0.4,0.3360160965794769,0.8,2,3,0,0.5833333333333333,0.25,1,0
0,0.38095238095238115,1.0,0.2112676056338027,0.4,2,3,0,1.0,1.0,0,1
1,0.23809523809523808,0.6000000000000001,0.1649899396378269,0.8,1,3,1,0.8333333333333333,0.5,1,1
0,0.047619047619047575,0.4,0.6861167002012071,0.8,1,3,1,0.8333333333333333,0.75,0,1
1,0.3333333333333334,0.4,0.698189134808853,0.6000000000000001,3,1,0,0.75,0.0,0,0
1,0.6190476190476191,0.2,0.6921529175050302,1.0,2,1,1,0.8333333333333333,0.75,0,0
1,0.047619047619047575,0.6000000000000001,0.76056338028169,0.4,1,1,1,1.0,1.0,1,1
0,0.6666666666666667,0.6000000000000001,0.46478873239436613,1.0,3,0,1,0.0,0.75,1,0
0,0.23809523809523808,0.6000000000000001,0.9678068410462775,0.8,2,0,1,0.8333333333333333,0.75,1,1
0,0.38095238095238115,0.6000000000000001,0.010060362173038183,0.4,1,3,1,0.0,0.0,1,1
1,0.09523809523809526,0.8,0.5633802816901409,0.6000000000000001,1,3,1,0.0,0.25,1,1
0,0.14285714285714293,1.0,0.8370221327967804,0.2,3,3,1,0.75,1.0,0,1
0,0.4285714285714286,0.8,0.49094567404426537,0.8,0,0,0,0.9166666666666666,0.5,0,0
1,0.6666666666666667,1.0,0.40040241448692127,0.4,2,3,1,1.0,0.75,1,1
1,0.6666666666666667,0.6000000000000001,0.8410462776659959,1.0,2,3,0,0.16666666666666666,0.0,0,0
0,0.7619047619047622,0.6000000000000001,0.4124748490945672,0.8,2,0,0,1.0,0.0,1,0
0,0.09523809523809526,0.2,0.7162977867203218,0.6000000000000001,1,3,0,0.08333333333333333,0.5,0,0
0,0.7619047619047622,1.0,0.40040241448692127,0.8,2,1,1,0.8333333333333333,0.0,0,1
0,0.09523809523809526,0.6000000000000001,0.07645875251509059,1.0,2,3,1,0.9166666666666666,1.0,1,1
1,0.0,0.4,0.7384305835010058,1.0,1,1,1,0.16666666666666666,1.0,0,1
1,0.7142857142857144,0.8,0.9416498993963782,0.2,0,1,1,0.8333333333333333,0.75,1,1
1,0.14285714285714293,0.6000000000000001,0.21529175050301802,0.4,0,1,1,0.8333333333333333,0.75,0,1
0,0.23809523809523808,0.2,0.6317907444668006,1.0,1,3,1,0.0,1.0,1,0
0,0.38095238095238115,1.0,0.9255533199195172,0.8,2,1,1,0.0,0.5,1,1
1,0.3333333333333334,0.8,0.8410462776659959,0.2,3,3,0,0.6666666666666666,0.75,0,1
1,0.3333333333333334,0.6000000000000001,0.49094567404426537,0.4,0,3,1,0.08333333333333333,1.0,1,1
1,0.523809523809524,0.4,0.2776659959758551,0.6000000000000001,3,1,1,0.5833333333333333,0.75,0,0
1,0.14285714285714293,0.2,0.6559356136820923,1.0,1,0,1,0.6666666666666666,0.25,0,1
1,0.047619047619047575,0.8,0.6056338028169012,0.2,1,0,1,0.16666666666666666,0.0,1,1
0,0.0,0.8,0.625754527162978,0.8,2,1,1,0.41666666666666663,0.0,1,1
1,0.523809523809524,0.8,0.16700201207243467,0.8,0,3,1,1.0,0.75,0,1
0,0.6190476190476191,0.4,0.7746478873239437,0.6000000000000001,0,0,1,0.6666666666666666,0.25,1,0
0,0.7142857142857144,0.6000000000000001,0.9678068410462775,0.6000000000000001,2,0,1,0.16666666666666666,0.75,1,1
1,0.14285714285714293,1.0,0.7243460764587527,0.8,1,3,0,0.75,0.75,1,1
0,0.7619047619047622,0.6000000000000001,0.7223340040241447,0.4,0,3,0,0.16666666666666666,0.75,0,0
1,0.0,0.4,0.3360160965794769,0.6000000000000001,2,1,1,0.5833333333333333,0.75,0,1
0,0.28571428571428575,0.6000000000000001,0.9919517102615694,0.4,1,0,1,0.0,1.0,1,1
1,0.3333333333333334,0.6000000000000001,0.40040241448692127,1.0,2,3,1,0.8333333333333333,1.0,0,1
1,0.28571428571428575,1.0,0.17102615694164977,0.4,1,0,1,1.0,0.5,1,1
0,0.047619047619047575,0.8,0.7283702213279678,0.4,1,0,1,0.41666666666666663,1.0,0,1
1,0.4285714285714286,1.0,0.4044265593561368,0.2,3,3,1,0.8333333333333333,0.5,0,1
1,0.38095238095238115,0.2,0.4225352112676056,0.6000000000000001,0,0,0,0.6666666666666666,0.0,0,0
1,0.28571428571428575,1.0,0.04828973843058336,0.2,3,1,1,0.8333333333333333,1.0,0,1
1,0.09523809523809526,0.8,0.30784708249496967,0.2,2,3,1,0.25,1.0,0,1
0,0.523809523809524,1.0,0.6861167002012071,0.6000000000000001,2,3,1,1.0,1.0,1,1
1,0.1904761904761904,0.4,0.35211267605633795,0.6000000000000001,0,0,0,0.6666666666666666,0.75,1,0
1,0.7142857142857144,0.4,0.5372233400402414,0.8,3,1,0,0.5833333333333333,0.25,0,0
1,0.0,1.0,0.07847082494969813,1.0,3,3,1,0.5833333333333333,0.75,0,1
0,0.523809523809524,0.8,0.49094567404426537,0.4,1,3,1,0.9166666666666666,0.0,1,1
0,0.5714285714285714,0.2,0.7887323943661968,0.8,1,1,0,0.08333333333333333,0.75,1,0
1,0.6190476190476191,0.2,0.6478873239436619,0.8,1,1,0,0.6666666666666666,0.75,1,0
0,0.14285714285714293,0.6000000000000001,0.6861167002012071,1.0,3,3,1,0.8333333333333333,0.75,1,1
1,0.3333333333333334,0.2,0.470824949698189,0.8,1,3,1,0.8333333333333333,0.25,1,1
0,0.6190476190476191,1.0,0.6036217303822936,0.6000000000000001,1,3,1,0.5833333333333333,0.25,0,1
0,0.09523809523809526,0.8,0.15291750503018117,0.8,3,0,0,0.5833333333333333,0.5,0,0
1,0.6666666666666667,0.2,0.9919517102615694,0.4,1,1,0,1.0,0.75,0,0
1,0.1904761904761904,0.6000000000000001,0.44466800804828976,1.0,2,1,0,0.8333333333333333,0.5,1,0
0,0.6190476190476191,1.0,0.9778672032193159,0.6000000000000001,1,3,0,0.9166666666666666,0.0,0,1
0,0.09523809523809526,0.8,0.17706237424547286,0.2,3,0,0,0.75,0.75,1,1
0,0.5714285714285714,0.2,0.35211267605633795,0.8,2,0,0,0.25,0.75,0,0
0,0.0,0.6000000000000001,0.981891348088531,0.2,2,3,1,0.41666666666666663,1.0,0,1
0,0.09523809523809526,0.4,0.44869215291750486,1.0,1,1,0,0.5833333333333333,0.5,0,0
1,0.7619047619047622,1.0,0.7142857142857143,0.4,3,3,1,0.25,0.0,0,0
1,0.523809523809524,1.0,0.8993963782696175,0.6000000000000001,2,0,0,0.08333333333333333,1.0,0,0
1,0.09523809523809526,1.0,0.11066398390342044,0.2,2,3,1,0.8333333333333333,0.25,1,1
1,0.523809523809524,0.8,0.6056338028169012,0.4,2,3,1,0.6666666666666666,0.75,1,1
0,0.7619047619047622,1.0,0.11267605633802821,1.0,2,1,0,0.6666666666666666,1.0,1,0
0,0.047619047619047575,0.6000000000000001,0.1649899396378269,0.8,1,1,1,0.75,0.5,1,1
1,0.3333333333333334,0.6000000000000001,0.1086519114688129,0.2,3,0,0,0.5,0.0,0,0
0,0.523809523809524,1.0,0.14285714285714277,0.2,2,1,0,0.0,0.5,0,1
0,0.28571428571428575,0.6000000000000001,0.9738430583501003,0.4,1,1,1,1.0,1.0,0,1
1,0.5714285714285714,0.2,0.7484909456740442,0.2,2,0,1,0.8333333333333333,0.75,0,1
0,0.4285714285714286,0.6000000000000001,0.16700201207243467,0.8,3,1,0,0.6666666666666666,0.75,0,1
1,0.23809523809523808,0.6000000000000001,0.42052313883299786,0.8,1,1,0,0.0,0.5,0,0
1,0.09523809523809526,0.6000000000000001,0.9859154929577463,0.8,2,1,0,0.5,0.5,0,1
1,0.38095238095238115,0.2,0.27967806841046267,0.2,1,3,1,0.75,0.25,0,0
1,0.09523809523809526,0.8,0.9255533199195172,0.2,3,3,1,0.9166666666666666,0.75,1,1
0,0.4761904761904763,0.6000000000000001,0.4245472837022132,0.2,3,3,1,0.3333333333333333,0.25,0,1
0,0.4761904761904763,0.8,0.698189134808853,0.8,0,3,1,1.0,0.25,1,1
0,0.28571428571428575,0.6000000000000001,0.02615694164989945,0.4,2,1,1,0.41666666666666663,0.0,1,0
1,0.047619047619047575,0.6000000000000001,0.4466800804828973,0.6000000000000001,1,1,1,0.41666666666666663,0.0,1,0
1,0.09523809523809526,0.8,0.49698189134808846,0.4,2,3,1,0.8333333333333333,0.75,0,1
0,0.0,1.0,0.16700201207243467,0.4,2,0,1,0.6666666666666666,1.0,0,1
1,0.523809523809524,0.2,0.5734406438631791,1.0,3,0,1,0.0,0.75,0,0
1,0.28571428571428575,0.2,0.957746478873239,0.6000000000000001,1,3,1,0.8333333333333333,1.0,1,1
1,0.3333333333333334,0.2,0.28973843058350085,0.6000000000000001,2,3,1,0.5,0.5,1,1
1,0.523809523809524,1.0,0.8470824949698188,0.6000000000000001,2,1,1,1.0,0.75,0,1
1,0.0,0.8,0.9476861167002011,0.8,1,3,0,0.5,1.0,1,0
1,0.14285714285714293,1.0,0.9919517102615694,0.2,2,3,1,1.0,0.75,1,1
0,0.1904761904761904,0.2,0.6056338028169012,0.8,0,1,1,0.5833333333333333,0.5,1,0
0,0.3333333333333334,0.2,0.6056338028169012,0.4,3,1,0,0.8333333333333333,0.0,1,0
1,0.23809523809523808,0.4,0.5513078470824947,0.2,0,1,0,1.0,0.25,0,0
0,0.0,1.0,0.9919517102615694,0.4,3,1,1,0.9166666666666666,0.5,0,1
1,0.4761904761904763,0.6000000000000001,0.058350100603621766,0.8,2,3,1,0.0,1.0,0,1
0,0.6666666666666667,0.8,0.8410462776659959,0.6000000000000001,2,3,0,1.0,0.75,0,0
0,0.14285714285714293,0.6000000000000001,0.7806841046277664,0.8,1,1,1,0.8333333333333333,1.0,0,1
1,0.523809523809524,0.4,0.19517102615694165,1.0,2,1,1,0.75,0.75,1,1
0,0.7142857142857144,0.4,0.4245472837022132,1.0,1,1,1,0.8333333333333333,0.5,1,1
1,0.0,0.8,0.11066398390342044,0.8,0,3,1,0.8333333333333333,0.75,0,1
0,0.4761904761904763,0.8,0.1649899396378269,0.6000000000000001,3,1,0,0.8333333333333333,0.0,1,0
1,0.7142857142857144,0.8,0.3460764587525151,1.0,2,0,0,0.16666666666666666,1.0,1,0
0,0.09523809523809526,0.6000000000000001,0.34205231388329976,1.0,3,3,1,0.0,0.75,1,1
0,0.7619047619047622,0.4,0.4567404426559355,0.8,2,3,1,0.0,0.25,1,1
0,0.3333333333333334,1.0,0.7384305835010058,0.6000000000000001,2,3,1,0.41666666666666663,1.0,0,1
1,0.0,1.0,0.7444668008048291,0.6000000000000001,3,1,0,0.25,1.0,0,0
1,0.14285714285714293,0.6000000000000001,0.17102615694164977,0.4,1,3,0,0.75,0.25,1,1
1,0.38095238095238115,1.0,0.3943661971830986,0.6000000000000001,0,3,1,1.0,0.75,1,1
1,0.523809523809524,0.8,0.8470824949698188,0.4,0,1,1,0.8333333333333333,1.0,0,1
0,0.0,0.4,0.17303822937625754,1.0,3,3,1,0.6666666666666666,0.5,0,1
0,0.7619047619047622,0.6000000000000001,0.8873239436619715,0.8,3,0,0,1.0,1.0,1,0
1,0.4761904761904763,0.8,0.22736418511066397,0.4,3,1,0,0.9166666666666666,1.0,0,1
1,0.047619047619047575,1.0,0.2454728370221328,1.0,3,0,1,0.8333333333333333,1.0,0,1
1,0.14285714285714293,0.6000000000000001,0.613682092555332,0.8,2,3,0,0.8333333333333333,0.0,0,0
1,0.28571428571428575,1.0,0.4406438631790742,0.4,3,3,1,0.75,1.0,1,1
1,0.7142857142857144,0.6000000000000001,0.7806841046277664,0.8,3,3,1,0.9166666666666666,0.75,0,1
0,0.6666666666666667,1.0,0.6156941649899396,1.0,1,1,0,0.9166666666666666,0.25,1,0
1,0.6666666666666667,0.6000000000000001,0.5513078470824947,0.6000000000000001,3,1,1,0.6666666666666666,0.0,1,1
1,0.09523809523809526,1.0,0.6056338028169012,0.4,0,3,1,0.9166666666666666,1.0,0,1
0,0.4761904761904763,1.0,0.9859154929577463,0.4,1,1,1,0.3333333333333333,0.75,1,1
1,0.5714285714285714,0.4,0.19517102615694165,0.8,0,3,1,0.5,0.0,1,1
0,0.09523809523809526,0.4,0.22736418511066397,0.2,0,0,1,0.9166666666666666,0.75,1,1
0,0.523809523809524,0.6000000000000001,0.4466800804828973,0.6000000000000001,0,1,1,0.6666666666666666,0.75,0,1
1,0.14285714285714293,0.2,0.9195171026156939,1.0,1,1,0,0.9166666666666666,0.25,1,0
1,0.0,0.4,0.5774647887323944,1.0,1,3,1,1.0,0.75,0,1
1,0.1904761904761904,1.0,0.6820925553319918,0.2,2,3,1,0.5833333333333333,1.0,0,1
0,0.0,1.0,0.9919517102615694,1.0,0,1,1,0.8333333333333333,0.25,0,1
1,0.3333333333333334,1.0,0.8410462776659959,0.8,2,3,0,0.9166666666666666,0.25,0,1
1,0.7619047619047622,0.8,0.8470824949698188,1.0,2,0,0,0.16666666666666666,0.25,1,0
0,0.7619047619047622,0.8,0.5573440643863178,0.8,0,1,1,0.8333333333333333,0.5,1,1
1,0.28571428571428575,0.2,0.2032193158953723,0.4,2,3,1,0.9166666666666666,0.75,0,1
1,0.047619047619047575,0.8,0.19517102615694165,0.2,0,1,0,0.41666666666666663,0.5,0,0
0,0.28571428571428575,0.6000000000000001,0.6056338028169012,0.4,2,1,0,0.8333333333333333,0.75,1,1
1,0.23809523809523808,0.8,0.7283702213279678,0.6000000000000001,3,1,1,0.9166666666666666,0.75,1,1
1,0.7142857142857144,0.6000000000000001,0.41649899396378254,0.6000000000000001,2,0,1,0.75,0.0,0,0
1,0.1904761904761904,0.8,0.6901408450704226,0.6000000000000001,1,1,0,0.25,0.0,1,0
1,0.23809523809523808,0.2,0.8873239436619715,0.8,2,3,0,0.3333333333333333,0.25,1,0
0,0.523809523809524,0.2,0.5513078470824947,0.4,2,1,0,0.16666666666666666,0.0,1,0
1,0.14285714285714293,0.2,0.7364185110663982,0.2,2,3,0,0.16666666666666666,0.25,1,0
0,0.28571428571428575,0.4,0.8470824949698188,0.6000000000000001,0,3,0,0.5833333333333333,0.0,1,0
1,0.6666666666666667,0.6000000000000001,0.7464788732394366,0.6000000000000001,0,3,1,0.3333333333333333,0.75,1,1
1,0.6666666666666667,1.0,0.17102615694164977,0.8,1,1,1,0.75,0.5,1,1
1,0.14285714285714293,1.0,0.14285714285714277,0.2,1,1,1,0.8333333333333333,0.75,1,1
0,0.4761904761904763,0.6000000000000001,0.5734406438631791,1.0,2,0,0,0.08333333333333333,0.0,0,0
0,0.6666666666666667,0.4,0.5995975855130783,0.4,2,3,1,0.6666666666666666,0.5,1,0
1,0.047619047619047575,0.4,0.8410462776659959,0.4,0,3,1,0.3333333333333333,0.5,0,0
0,0.4285714285714286,0.4,0.873239436619718,1.0,1,1,1,0.75,0.0,0,1
0,0.1904761904761904,0.4,0.3219315895372232,0.2,1,0,1,0.08333333333333333,0.5,0,0
1,0.7142857142857144,0.8,0.7464788732394366,0.6000000000000001,2,3,1,0.8333333333333333,0.5,0,1
1,0.38095238095238115,1.0,0.7464788732394366,0.2,2,0,1,1.0,0.0,0,1
1,0.0,0.4,0.058350100603621766,0.6000000000000001,2,3,1,0.5,1.0,1,1
1,0.28571428571428575,0.2,0.8209255533199191,0.8,0,1,1,0.0,0.5,0,0
0,0.38095238095238115,0.8,0.545271629778672,0.8,3,0,1,0.8333333333333333,1.0,1,1
1,0.4761904761904763,0.4,0.9315895372233398,0.2,3,0,1,0.9166666666666666,0.75,1,0
1,0.4285714285714286,0.2,0.6901408450704226,0.4,2,3,1,0.9166666666666666,0.75,0,1
0,0.6190476190476191,0.6000000000000001,0.4124748490945672,0.2,0,0,0,0.8333333333333333,0.75,1,0
0,0.7619047619047622,0.8,0.19114688128772633,0.6000000000000001,1,3,0,0.9166666666666666,0.75,0,1
0,0.6190476190476191,0.4,0.37826961770623735,0.4,2,3,0,0.16666666666666666,0.5,0,0
1,0.5714285714285714,0.6000000000000001,0.1086519114688129,0.8,2,3,1,0.08333333333333333,0.5,1,0
1,0.4761904761904763,0.6000000000000001,0.6780684104627767,1.0,0,3,1,0.6666666666666666,0.75,1,0
0,0.14285714285714293,0.6000000000000001,0.6921529175050302,0.6000000000000001,1,0,1,0.5,1.0,0,1
1,0.23809523809523808,0.6000000000000001,0.4124748490945672,1.0,0,3,1,1.0,0.5,0,1
0,0.523809523809524,0.8,0.7464788732394366,0.2,0,0,0,0.41666666666666663,0.25,1,0
1,0.7619047619047622,0.4,0.10663983903420513,0.4,0,1,0,0.6666666666666666,0.0,0,0
1,0.4761904761904763,0.8,0.04426559356136827,0.4,0,1,1,0.08333333333333333,0.75,1,1
1,0.3333333333333334,0.4,0.414486921529175,0.8,3,1,1,0.6666666666666666,0.0,1,0
0,0.4285714285714286,0.6000000000000001,0.16901408450704222,1.0,1,3,0,0.5,0.0,1,0
0,0.3333333333333334,1.0,0.8068410462776656,0.4,1,1,0,1.0,0.0,0,1
0,0.3333333333333334,0.4,0.7022132796780683,0.4,1,3,0,0.8333333333333333,1.0,0,0
1,0.6190476190476191,0.4,0.16700201207243467,0.2,2,0,0,1.0,0.0,1,0
1,0.14285714285714293,0.4,0.7444668008048291,0.4,0,1,1,1.0,1.0,0,1
0,0.0,1.0,0.7947686116700201,1.0,3,3,0,0.25,0.75,0,1
0,0.7142857142857144,0.4,0.6237424547283702,0.8,3,1,1,0.8333333333333333,0.5,0,0
1,0.09523809523809526,0.8,0.4748490945674043,0.8,3,3,0,0.3333333333333333,0.75,1,0
1,0.23809523809523808,1.0,0.9476861167002011,0.4,1,0,1,0.9166666666666666,0.75,1,1
1,0.38095238095238115,0.6000000000000001,0.9859154929577463,0.6000000000000001,0,3,1,0.8333333333333333,1.0,0,1
1,0.4761904761904763,0.6000000000000001,0.1931589537223341,0.2,0,3,0,1.0,0.25,1,1
0,0.4761904761904763,1.0,0.028169014084506998,0.8,2,0,1,1.0,1.0,1,1
1,0.23809523809523808,1.0,0.2776659959758551,0.6000000000000001,2,3,1,0.25,0.75,0,1
1,0.7142857142857144,1.0,0.8651911468812876,0.6000000000000001,1,3,1,0.6666666666666666,0.75,1,1
